Status,Sharpe,Fitness,Returns(%),Drawdown(%),Margin(bps),Turnover(%),Universe,Delay,Decay,Neutralization,FailedChecks,Code,,
SUCCESS,0.1900,0.0600,1.4100,16.0000,2.6500,10.6300,TOP1000,1,2,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean((implied_volatility_call_270 - implied_volatility_put_270), 5)), sector), 5))",,
SUCCESS,-0.0400,-0.0100,-0.3700,25.3300,-2.0300,3.6400,TOP1000,1,0,NONE,,"normalize(ts_decay_linear(group_rank(ts_mean(earnings_revision_magnitude, 3), sector), 30))",,
ERROR,,,,,,,TOP200,1,4,NONE,,"sign(((high > low) ? ts_max(vwap, 20) : ts_argmax(vwap, 20)))",,
ERROR,,,,,,,TOP1000,1,0,NONE,,(((close > open) ? high : volume) + (cap - adv150)),,
ERROR,,,,,,,TOP1000,1,0,NONE,,"((high > low) ? ts_max(vwap, 5) : ts_argmax(vwap, 15))",,
ERROR,,,,,,,TOP1000,1,4,NONE,,"((adv120 > low) ? ts_max(vwap, 20) : ts_argmax(vwap, 20))",,
SUCCESS,0.2000,0.0500,0.8900,8.2700,14.8700,1.2000,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean(fcf_yield_times_forward_roe, 20), sector), 30))",,
SUCCESS,-0.4100,-0.0900,-2.9900,29.0700,-0.9300,63.9600,TOP3000,1,4,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_delta((implied_volatility_call_270 - implied_volatility_put_270), 5)), subindustry), 15)), 2)",,
SUCCESS,-0.7300,-0.4000,-3.7200,20.1700,-11.9600,6.2100,TOP3000,1,8,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean((implied_volatility_call_270 - implied_volatility_put_270), 10), sector), 15))",,
ERROR,,,,,,,TOP1000,1,8,NONE,,"(ts_min(close, 2) / (abs(((high > low) ? high : close)) + 1e-5))",,
ERROR,,,,,,,TOP3000,1,0,NONE,,"-1 * (((high > low) ? ts_max(vwap, 20) : ts_argmax(vwap, 20)))",,
ERROR,,,,,,,TOP3000,1,4,NONE,,"((high > low) ? ts_max(vwap, 2) : ts_argmax(vwap, 10))",,
ERROR,,,,,,,TOP3000,1,0,NONE,,"((high > low) ? ts_max(vwap, 2) : ts_argmax(vwap, 15))",,
SUCCESS,0.5500,0.2200,2.0400,10.9700,10.0000,4.0800,TOP3000,1,4,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_earningsqualityfactor_wcacc, 5)), subindustry), 5)), 2)",,
ERROR,,,,,,,TOP200,1,0,NONE,,"((high > cap) ? ts_max(vwap, 20) : ts_argmax(vwap, 20))",,
ERROR,,,,,,,TOP200,1,2,NONE,,"((high > low) ? (vwap / (abs(low) + 1e-5)) : delta(adv150, 10))",,
ERROR,,,,,,,TOP1000,1,4,NONE,,"((high > low) ? ts_max(adv60, 20) : ts_argmax(adv60, 20))",,
ERROR,,,,,,,TOP3000,1,0,NONE,,"((vwap > low) ? ts_max(vwap, 20) : ts_argmax(vwap, 20))",,
ERROR,,,,,,,TOP200,1,8,NONE,,"abs(((high > low) ? ts_max(vwap, 20) : ts_argmax(vwap, 20)))",,
SUCCESS,0.4100,0.2200,3.7500,14.5900,6.8800,10.8900,TOP200,1,8,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_std_dev(mdl177_2_earningsqualityfactor_wcacc, 20)), sector), 15))",,
ERROR,,,,,,,TOP200,1,8,NONE,,"correlation((adv60 / (abs(close) + 1e-5)), ((cap > adv20) ? vwap : vwap), 10)",,
SUCCESS,0.1700,0.0900,3.2200,63.9300,30.5400,2.1100,TOP200,1,4,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 20)), industry), 10))",,
SUCCESS,0.1400,0.0600,2.3200,62.6900,16.2700,2.8500,TOP200,1,4,NONE,,"normalize(ts_decay_linear(group_neutralize(zscore(mdl177_2_deepvaluefactor_ebitdaev), industry), 3))",,
SUCCESS,0.2100,0.0500,0.8400,8.6900,6.1000,2.7500,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean(mdl177_2_earningmomentumfactor400_sue, 10), subindustry), 10))",,
SUCCESS,1.6100,0.8200,6.7800,3.6700,5.1900,26.1600,TOP3000,1,0,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean((implied_volatility_call_270 - implied_volatility_put_270), 3)), industry), 3))",,
SUCCESS,0.4800,0.1500,3.8500,13.2900,1.8500,41.5800,TOP1000,1,4,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_delta(fcf_yield_times_forward_roe, 5)), industry), 5)), 2)",,
ERROR,,,,,,,TOP3000,1,8,NONE,,"((high > low) ? ts_max(high, 20) : ts_argmax(high, 20))",,
ERROR,,,,,,,TOP200,1,4,NONE,,"-1 * (((high > low) ? ts_max(vwap, 20) : ts_argmax(vwap, 20)))",,
ERROR,,,,,,,TOP3000,1,0,NONE,,"((low > adv150) ? covariance(close, high, 30) : (volume / (abs(high) + 1e-5)))",,
ERROR,,,,,,,TOP200,1,4,NONE,,"(ts_argmax(cap, 10) - (adv120 + adv120))",,
ERROR,,,,,,,TOP200,1,8,NONE,,"((high > low) ? ts_max(vwap, 20) : product(vwap, 20))",,
SUCCESS,-0.0200,-0.0000,-0.1400,23.1800,-1.5700,1.7900,TOP200,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(consensus_analyst_rating, 20)), industry), 30))",,
ERROR,,,,,,,TOP200,1,8,NONE,,log(abs(rank(close)) + 1e-5),,
ERROR,,,,,,,TOP1000,1,0,NONE,,"covariance(max(close, 20), correlation(low, volume, 20), 20)",,
SUCCESS,0.1700,0.0600,1.6200,24.7300,16.9800,1.9100,TOP200,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fcf_yield_times_forward_roe, 20)), industry), 30))",,
SUCCESS,0.2000,0.0500,0.9000,8.3900,14.6400,1.2300,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean(fcf_yield_times_forward_roe, 10), sector), 30))",,
SUCCESS,0.3000,0.1200,1.9500,18.1200,28.6400,1.3600,TOP1000,1,8,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean(fcf_yield_times_forward_roe, 10), sector), 30))",,
SUCCESS,0.1800,0.0600,1.4400,19.4500,2.7900,10.3400,TOP200,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_delta(distress_risk_measure, 20)), subindustry), 15))",,
ERROR,,,,,,,TOP3000,1,4,NONE,,"((high > low) ? ts_max(vwap, 5) : ts_argmax(vwap, 5))",,
ERROR,,,,,,,TOP1000,1,2,NONE,,"((high > low) ? ts_max(vwap, 20) : decay_linear(vwap, 20))",,
ERROR,,,,,,,TOP1000,1,4,NONE,,"covariance(((returns < 0) ? adv20 : high), (vwap - adv60), 30)",,
ERROR,,,,,,,TOP200,1,0,NONE,,"((high > low) ? ts_max(vwap, 15) : ts_argmax(vwap, 15))",,
ERROR,,,,,,,TOP200,1,8,NONE,,"covariance(scale(adv150), ts_min(adv120, 2), 5)",,
ERROR,,,,,,,TOP3000,1,0,NONE,,"((high > adv120) ? ts_max(vwap, 20) : ts_argmax(vwap, 20))",,
SUCCESS,-0.0100,-0.0000,-0.0900,18.5200,-0.8100,2.2200,TOP3000,1,2,NONE,,"normalize(ts_decay_linear(group_rank(ts_mean(mdl177_2_earningmomentumfactor400_sue, 20), sector), 10))",,
ERROR,,,,,,,TOP1000,1,0,NONE,,"((high < 0) ? min(volume, 5) : (cap / (abs(open) + 1e-5)))",,
ERROR,,,,,,,TOP1000,1,2,NONE,,"sign(((high > low) ? ts_max(vwap, 20) : ts_argmax(vwap, 20)))",,
ERROR,,,,,,,TOP1000,1,0,NONE,,"((adv20 > low) ? ts_max(vwap, 20) : ts_argmax(vwap, 20))",,
ERROR,,,,,,,TOP200,1,2,NONE,,"(((high > returns) ? high : high) - ts_argmax(adv20, 5))",,
SUCCESS,0.8000,0.8900,15.4800,31.3300,38.3000,8.0800,TOP1000,1,0,NONE,,"normalize(ts_decay_linear(group_neutralize(zscore((implied_volatility_call_270 - implied_volatility_put_270)), industry), 30))",,
ERROR,,,,,,,TOP3000,1,0,NONE,,"((high > low) ? ts_max(vwap, 20) : ts_max(vwap, 20))",,
SUCCESS,-0.1900,-0.1000,-3.5900,55.9800,-40.1500,1.7900,TOP200,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 60)), industry), 30))",,
SUCCESS,1.9406,1.0894,18.4291,-26.1751,12.5022,19.9683,TOP200,1,2,NONE,,"if_else(returns > returns, if_else(high > low, open, returns), (returns + adv20))",,
SUCCESS,2.1197,2.1941,19.3838,-4.8746,12.3181,55.3336,TOP1000,1,2,NONE,,"ts_covariance(ts_covariance(high, cap, 5), (adv120 * adv20), 30)",,
SUCCESS,1.6900,1.0209,-3.2170,-8.8295,29.8879,27.9743,TOP200,1,2,NONE,,"if_else(volume > adv20, (adv150 * volume), ts_delta(high, 20))",,
SUCCESS,-0.1100,-0.0400,-1.5500,57.0300,-21.9400,1.4100,TOP1000,1,0,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 60)), industry), 10))",,
ERROR,,,,,,,TOP1000,1,4,NONE,,"stddev(ts_corr(adv120, low, 30), 30)",,
SUCCESS,1.2118,0.6960,17.4286,-7.1616,17.9328,22.6814,TOP200,1,4,NONE,,"((high > low) ? ts_max(vwap, 10) : ts_argmax(vwap, 15))",,
SUCCESS,1.6808,1.0595,-8.7932,-1.3625,12.2832,35.3571,TOP1000,1,4,NONE,,"if_else(volume > adv20, (adv150 * volume), ts_delta(high, 5))",,
FAILED,,,,,,,TOP1000,1,0,NONE,,"((high > low) ? ts_max(vwap, 30) : ts_argmax(vwap, 30))",,
SUCCESS,1.5342,1.8962,16.5894,-28.5062,33.3581,11.3200,TOP1000,1,2,NONE,,"if_else(high > low, if_else(high > low, adv60, adv150), rank(adv60))",,
FAILED,,,,,,,TOP3000,1,0,NONE,,"if_else(volume > adv20, (adv150 * volume), ts_mean(high, 5))",,
SUCCESS,1.4094,2.0038,-5.5677,-16.2534,17.6360,9.0064,TOP200,1,8,NONE,,"ts_decay_linear((vwap + adv150), 20)",,
SUCCESS,0.8200,1.3900,36.1500,76.2500,700.1900,1.0300,TOP200,1,2,NONE,,"ts_decay_linear(sign(close), 5)",,
ERROR,,,,,,,TOP200,1,0,NONE,,"if_else(high > adv120, if_else(high > adv120, adv60, adv150), rank(adv60))",,
SUCCESS,0.4300,0.2600,4.6800,37.0100,68.4100,1.3700,TOP3000,1,0,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 40)), subindustry), 30)), 2)",,
ERROR,,,,,,,TOP3000,1,4,NONE,,"(if_else(adv60 < 0, adv20, high) / (abs((open / (abs(low) + 1e-5))) + 1e-5))",,
ERROR,,,,,,,TOP3000,1,4,NONE,,"if_else(adv150 > adv20, ts_covariance(returns, vwap, 30), (adv60 * adv120))",,
SUCCESS,0.3600,0.1000,1.0100,7.7600,6.3900,3.1600,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_earningsqualityfactor_wcacc, 3)), subindustry), 15))",,
SUCCESS,0.5000,0.5300,19.1400,95.4100,22.5500,16.9700,TOP200,1,8,NONE,,"scale(ts_delta(adv20, 10))",,
ERROR,,,,,,,TOP200,1,4,NONE,,"ts_decay_linear((vwap + adv150), 2)",,
ERROR,,,,,,,TOP1000,1,0,NONE,,"ts_product((close / (abs(returns) + 1e-5)), 20)",,
SUCCESS,1.2800,0.8600,5.6900,4.1500,10.2700,11.0800,TOP3000,1,2,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean((implied_volatility_call_270 - implied_volatility_put_270), 5)), industry), 10))",,
ERROR,,,,,,,TOP200,1,0,NONE,,"if_else(volume > adv20, (adv150 * volume), ts_sum(high, 5))",,
ERROR,,,,,,,TOP3000,1,0,NONE,,"if_else(volume > adv20, (adv150 * volume), ts_delta(high, 20))",,
ERROR,,,,,,,TOP3000,1,2,NONE,,"if_else(vwap > adv20, log(abs(vwap) + 1e-5), if_else(close > open, open, close))",,
ERROR,,,,,,,TOP200,1,2,NONE,,"(sign(adv20) + ts_delay(adv120, 5))",,
SUCCESS,-0.1200,-0.0200,-0.4600,8.4500,-6.0300,1.5200,TOP3000,1,8,NONE,,"normalize(ts_decay_linear(group_neutralize(zscore(fcf_yield_times_forward_roe), industry), 15))",,
SUCCESS,0.2700,0.1000,1.7500,17.0900,28.5900,1.2200,TOP1000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean(fcf_yield_times_forward_roe, 60), sector), 30))",,
SUCCESS,-0.5400,-0.3600,-5.5700,35.1700,-11.9900,9.2800,TOP200,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean((implied_volatility_call_270 - implied_volatility_put_270), 5)), industry), 10))",,
SUCCESS,0.8600,0.9800,16.1700,34.3100,31.9600,10.1200,TOP1000,1,8,NONE,,"normalize(ts_decay_linear(group_neutralize(zscore((implied_volatility_call_270 - implied_volatility_put_270)), industry), 5))",,
SUCCESS,-0.3300,-0.2300,-6.2800,74.7000,-66.4300,1.8900,TOP200,1,0,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 40)), subindustry), 30)), 2)",,
SUCCESS,-0.2400,-0.1200,-3.0500,63.0600,-60.8900,1.0000,TOP3000,1,2,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 60)), industry), 10))",,
SUCCESS,-0.0700,-0.0100,-0.3600,12.7500,-4.7800,1.5200,TOP3000,1,0,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(zscore(consensus_analyst_rating), industry), 5))",,
SUCCESS,-0.0700,-0.0200,-0.6000,25.0100,-3.9800,3.0300,TOP200,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean(cash_burn_rate_v1, 3), subindustry), 45))",,
SUCCESS,0.1500,0.0700,2.8100,65.4600,24.1300,2.3300,TOP200,1,0,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 10)), industry), 10))",,
SUCCESS,0.0600,0.0100,0.2100,8.8900,3.0000,1.4000,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fcf_yield_times_forward_roe, 20)), industry), 15))",,
SUCCESS,-0.5200,-0.2700,-3.4900,28.6900,-24.0900,2.9000,TOP3000,1,8,NONE,,"normalize(ts_decay_linear(group_neutralize(zscore(earnings_revision_magnitude), industry), 60))",,
SUCCESS,0.5400,0.2900,3.5300,13.8600,28.5100,2.4800,TOP3000,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(earnings_revision_magnitude, 60)), industry), 10))",,
SUCCESS,0.2900,0.1500,3.3700,12.4500,25.2300,2.6700,TOP200,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_earningmomentumfactor400_sue, 20)), sector), 30))",,
SUCCESS,-0.1900,-0.0500,-0.9800,9.7300,-1.2700,15.5300,TOP1000,1,0,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_std_dev(cash_burn_rate_v1, 10)), sector), 15))",,
SUCCESS,0.0800,0.0300,1.7600,37.1800,14.6000,2.4100,TOP3000,1,2,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fifty_to_two_hundred_day_price_ratio, 20)), sector), 5)), 2)",,
TIMEOUT,,,,,,,TOP3000,1,0,NONE,,"if_else(returns > returns, if_else(high > volume, open, returns), (returns + adv20))",,
SUCCESS,-0.3200,-0.1100,-1.4200,11.7600,-15.6200,1.8200,TOP3000,1,0,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fcf_yield_times_forward_roe, 3)), sector), 5))",,
SUCCESS,0.5300,0.2800,3.4400,13.1800,24.4200,2.8200,TOP3000,1,8,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(earnings_revision_magnitude, 40)), industry), 10))",,
SUCCESS,0.5500,0.5100,35.8900,1.0264,17.2000,41.7400,TOP200,1,0,NONE,,"scale(ts_covariance(adv20, returns, 20))",,
ERROR,,,,,,,TOP200,1,8,NONE,,"ts_covariance(log(abs(low) + 1e-5), ts_sum(high, 20), 5)",,
ERROR,,,,,,,TOP1000,1,4,NONE,,"if_else(high > low, if_else(high > low, low, adv150), rank(low))",,
ERROR,,,,,,,TOP3000,1,2,NONE,,"if_else(volume > adv20, (adv150 * volume), ts_mean(high, 5))",,
ERROR,,,,,,,TOP1000,1,0,NONE,,"abs(if_else(volume > adv20, (adv150 * volume), ts_delta(high, 20)))",,
ERROR,,,,,,,TOP200,1,4,NONE,,"if_else(volume > adv20, (adv150 * volume), ts_product(high, 5))",,
SUCCESS,-0.5900,-0.3200,-3.6500,23.6900,-6.0900,11.9900,TOP200,1,0,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_delta(mdl177_2_earningmomentumfactor400_sue, 20)), sector), 15))",,
SUCCESS,0.4100,0.1500,1.6300,6.5500,2.8500,11.4400,TOP1000,1,8,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_std_dev(cash_burn_rate_v1, 5)), subindustry), 30))",,
ERROR,,,,,,,TOP3000,1,0,NONE,,"normalize(ts_decay_linear(group_neutralize(zscore((implied_volatility_call_270 - implied_volatility_put_270)), industry), industry))",,
SUCCESS,0.2600,0.1300,3.2100,42.3500,60.7500,1.0600,TOP3000,1,0,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(zscore(mdl177_2_deepvaluefactor_ebitdaev), industry), 60))",,
SUCCESS,-0.3900,-0.1900,-2.9100,17.7900,-15.2700,3.8100,TOP1000,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean((implied_volatility_call_270 - implied_volatility_put_270), 20)), industry), 30))",,
SUCCESS,-0.0100,-0.0000,-0.1100,40.3300,-1.0800,2.1200,TOP3000,1,8,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fifty_to_two_hundred_day_price_ratio, 3)), industry), 15))",,
SUCCESS,0.2600,0.1100,2.3300,17.0100,3.7400,12.5000,TOP200,1,2,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_std_dev(mdl177_2_earningsqualityfactor_wcacc, 20)), sector), 10))",,
SUCCESS,0.3300,0.3100,14.4100,61.2600,17.6900,16.2900,TOP200,1,0,NONE,,"signed_power(normalize(ts_decay_linear(group_neutralize(zscore((implied_volatility_call_270 - implied_volatility_put_270)), industry), 5)), 2)",,
SUCCESS,0.0400,0.0000,0.1600,9.5200,0.1100,28.8900,TOP1000,1,4,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_std_dev(cash_burn_rate_v1, 5)), industry), 5))",,
SUCCESS,-0.4900,-0.2300,-2.8800,28.1600,-4.4400,12.9900,TOP1000,1,8,NONE,,"signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_delta(distress_risk_measure, 20)), subindustry), 5)), 2)",,
SUCCESS,0.0400,0.0100,0.2300,14.7000,3.4200,1.3400,TOP1000,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fcf_yield_times_forward_roe, 20)), industry), 60))",,
SUCCESS,-2.0800,-2.2600,-22.5300,1.1344,-23.6400,19.0600,TOP3000,1,0,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(zscore((implied_volatility_call_270 - implied_volatility_put_270)), industry), 30))",,
SUCCESS,-0.7100,-0.4400,-4.9000,46.3800,-39.4400,2.4800,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean(cash_burn_rate_v1, 3), subindustry), 45))",,
SUCCESS,0.2300,0.1100,2.9700,42.9800,64.8200,0.9200,TOP3000,1,8,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 60)), industry), 30))",,
TIMEOUT,,,,,,,TOP3000,1,2,NONE,,"sign(if_else(low > adv20, close, low))",,
ERROR,,,,,,,TOP3000,1,2,NONE,,"ts_decay_linear((vwap + adv150), 2)",,
SUCCESS,-0.3700,-0.2800,-7.0400,76.0300,-77.2700,1.8200,TOP200,1,2,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 60)), subindustry), 30)), 2)",,
SUCCESS,0.2000,0.0500,0.7500,8.6500,6.6900,2.2500,TOP3000,1,2,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fcf_yield_times_forward_roe, 3)), industry), 3))",,
ERROR,,,,,,,TOP3000,1,4,NONE,,"normalize(ts_decay_linear(group_neutralize(zscore((implied_volatility_call_270 - implied_volatility_put_270)), industry), sector))",,
SUCCESS,0.0000,,0.0000,0.0000,0.0000,0.0000,TOP1000,1,8,NONE,,((close - close) * rank(close)),,
ERROR,,,,,,,TOP200,1,8,NONE,,"if_else(high > low, if_else(high > low, adv120, adv150), rank(adv120))",,
ERROR,,,,,,,TOP1000,1,0,NONE,,"ts_decay_linear((adv20 + adv150), 20)",,
ERROR,,,,,,,TOP3000,1,8,NONE,,"if_else(volume > adv20, (adv150 * volume), ts_rank(high, 5))",,
ERROR,,,,,,,TOP1000,1,0,NONE,,"ts_decay_linear((vwap + adv150), 5)",,
ERROR,,,,,,,TOP3000,1,8,NONE,,"if_else(high > low, scale(close), ts_covariance(volume, adv120, 10))",,
SUCCESS,-0.2700,-0.1300,-2.9900,57.2800,-52.0300,1.1500,TOP3000,1,2,NONE,,"normalize(ts_decay_linear(group_rank(ts_mean(mdl177_2_deepvaluefactor_ebitdaev, 10), industry), 30))",,
ERROR,,,,,,,TOP1000,1,0,NONE,,"scale(if_else(high > low, if_else(high > low, adv60, adv150), rank(adv60)))",,
SUCCESS,-1.2800,-0.8400,-5.3200,27.8000,-9.7100,10.9500,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean((implied_volatility_call_270 - implied_volatility_put_270), 5)), subindustry), 10))",,
SUCCESS,-0.7100,-0.7300,-13.1100,69.4000,-38.5800,6.8000,TOP200,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(zscore((implied_volatility_call_270 - implied_volatility_put_270)), industry), 30))",,
SUCCESS,0.2300,0.0700,1.0500,8.1800,18.0700,1.1600,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_rank(ts_mean(fcf_yield_times_forward_roe, 30), sector), 30))",,
SUCCESS,0.1900,0.0800,2.0100,14.1200,10.2200,3.9300,TOP200,1,0,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(earnings_revision_magnitude, 30)), industry), 10))",,
SUCCESS,0.3700,0.1100,3.1100,14.1200,1.6900,36.8200,TOP200,1,0,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_delta(mdl177_2_deepvaluefactor_ebitdaev, 10)), industry), 3))",,
SUCCESS,-0.8100,-0.5900,-12.6900,70.0800,-10.5700,24.0200,TOP200,1,0,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_std_dev(distress_risk_measure, 5)), sector), 15)), 2)",,
SUCCESS,0.0900,0.0400,2.4000,60.0200,17.2600,2.7800,TOP200,1,4,NONE,,"normalize(ts_decay_linear(group_neutralize(zscore(fifty_to_two_hundred_day_price_ratio), sector), 10))",,
SUCCESS,0.2600,0.1300,3.2000,42.5000,62.9900,1.0200,TOP3000,1,8,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(zscore(mdl177_2_deepvaluefactor_ebitdaev), industry), 60))",,
SUCCESS,-0.7800,-0.3500,-4.4000,28.6100,-3.9300,22.4000,TOP1000,1,8,NONE,,"signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_delta(mdl177_2_deepvaluefactor_ebitdaev, 10)), subindustry), 5)), 2)",,
SUCCESS,-0.1200,-0.0300,-0.9500,37.0000,-6.0300,3.1500,TOP1000,1,0,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(cash_burn_rate_v1, 20)), subindustry), 5))",,
SUCCESS,0.9600,0.5600,10.7800,19.5500,6.8400,31.5300,TOP200,1,2,NONE,,"signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_std_dev(mdl177_2_earningmomentumfactor400_sue, 5)), subindustry), 10)), 2)",,
SUCCESS,-0.0800,-0.0200,-0.4500,13.0700,-6.9900,1.2800,TOP3000,1,4,NONE,,"-1 * normalize(ts_decay_linear(group_neutralize(zscore(consensus_analyst_rating), industry), 10))",,
SUCCESS,-1.0800,-1.0200,-11.1500,57.3400,-18.0700,12.3500,TOP200,1,8,NONE,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_std_dev(consensus_analyst_rating, 10)), subindustry), 30)), 2)",,
SUCCESS,1.6831,0.6449,-9.9933,-22.8258,4.8574,81.9101,TOP3000,1,8,NONE,,"if_else(volume > adv20, ts_covariance(open, adv120, 30), ts_sum(high, 10))",,
FAILED,,,,,,,TOP3000,1,4,NONE,,"if_else(volume > adv20, ts_corr(adv180, returns, 5), ts_arg_max(adv180, 5))",,
HTTP_401,,,,,,,TOP3000,1,2,MARKET,,"normalize(ts_decay_linear(group_rank(ts_mean(fcf_yield_times_forward_roe, 20), subindustry), 3))",,
SUCCESS,-0.0600,-0.0100,-0.2400,7.6600,-3.6300,1.3000,TOP3000,1,2,NONE,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fcf_yield_times_forward_roe, 20)), industry), 30))",,
SUCCESS,1.9200,2.0700,20.4700,9.0200,23.2200,17.6400,TOP3000,1,8,NONE,CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(zscore((implied_volatility_call_270 - implied_volatility_put_270)), industry), 10))",,
SUCCESS,0.0100,0.0000,0.1000,29.2500,0.9300,2.2500,TOP3000,1,2,NONE,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"-1 * normalize(ts_decay_linear(group_neutralize(rank(ts_mean(fifty_to_two_hundred_day_price_ratio, 10)), subindustry), 15))",,
SUCCESS,0.4100,0.1400,1.5500,11.5800,8.0200,3.8700,TOP3000,1,2,NONE,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(rank(ts_mean(mdl177_2_earningsqualityfactor_wcacc, 3)), subindustry), 15)), 2)",,
FAILED,,,,,,,TOP200,2,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(ts_corr(mdl177_2_deepvaluefactor_ebitdaev, earnings_revision_magnitude, 20), industry), 15))",,
